from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
70081,151,1,,,,,,52928152-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928152-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928154-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928154-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928155-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928155-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928156-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928156-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928161-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928161-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928162-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928162-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928169-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928169-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928179-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928179-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928180-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928180-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928181-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928181-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928182-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928182-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928183-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928183-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928187-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928187-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928188-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928188-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928189-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928189-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928190-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928190-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928191-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928191-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928192-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928192-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928197-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928197-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928201-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928201-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928205-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928205-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928206-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928206-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928214-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928214-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928215-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928215-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928216-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928216-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928219-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928219-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928220-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928220-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70081,151,1,,,,,,52928221-AshmontBwayAshBranchAshmontBwayBtreeBranch0,52928221-AshmontBwayAshBranchAshmontBwayBtreeBranchAshmontBwayBtreeBranch
70095,121,1,,,,,,52928481-BraintreeJFK0,52928481-BraintreeJFK1
70095,121,1,,,,,,52928482-BraintreeJFK0,52928482-BraintreeJFK1
70095,121,1,,,,,,52928483-BraintreeJFK0,52928483-BraintreeJFK1
70095,121,1,,,,,,52928484-BraintreeJFK0,52928484-BraintreeJFK1
70095,121,1,,,,,,52928485-BraintreeJFK0,52928485-BraintreeJFK1
70095,121,1,,,,,,52928486-BraintreeJFK0,52928486-BraintreeJFK1
70095,121,1,,,,,,52928487-BraintreeJFK0,52928487-BraintreeJFK1
70095,121,1,,,,,,52928488-BraintreeJFK0,52928488-BraintreeJFK1
70095,121,1,,,,,,52928489-BraintreeJFK0,52928489-BraintreeJFK1
70095,121,1,,,,,,52928490-BraintreeJFK0,52928490-BraintreeJFK1
70095,121,1,,,,,,52928491-BraintreeJFK0,52928491-BraintreeJFK1
70095,121,1,,,,,,52928492-BraintreeJFK0,52928492-BraintreeJFK1
70095,121,1,,,,,,52928493-BraintreeJFK0,52928493-BraintreeJFK1
70095,121,1,,,,,,52928494-BraintreeJFK0,52928494-BraintreeJFK1
70095,121,1,,,,,,52928495-BraintreeJFK0,52928495-BraintreeJFK1
70095,121,1,,,,,,52928496-BraintreeJFK0,52928496-BraintreeJFK1
70095,121,1,,,,,,52928497-BraintreeJFK0,52928497-BraintreeJFK1
70095,121,1,,,,,,52928498-BraintreeJFK0,52928498-BraintreeJFK1
70095,121,1,,,,,,52928499-BraintreeJFK0,52928499-BraintreeJFK1
70095,121,1,,,,,,52928500-BraintreeJFK0,52928500-BraintreeJFK1
70095,121,1,,,,,,52928501-BraintreeJFK0,52928501-BraintreeJFK1
70095,121,1,,,,,,52928502-BraintreeJFK0,52928502-BraintreeJFK1
70095,121,1,,,,,,52928503-BraintreeJFK0,52928503-BraintreeJFK1
70095,121,1,,,,,,52928504-BraintreeJFK0,52928504-BraintreeJFK1
70095,121,1,,,,,,52928505-BraintreeJFK0,52928505-BraintreeJFK1
70095,121,1,,,,,,52928506-BraintreeJFK0,52928506-BraintreeJFK1
70095,121,1,,,,,,52928507-BraintreeJFK0,52928507-BraintreeJFK1
70095,121,1,,,,,,52928508-BraintreeJFK0,52928508-BraintreeJFK1
70095,121,1,,,,,,52928509-BraintreeJFK0,52928509-BraintreeJFK1
70095,121,1,,,,,,52928510-BraintreeJFK0,52928510-BraintreeJFK1
70095,121,1,,,,,,52928511-BraintreeJFK0,52928511-BraintreeJFK1
70095,121,1,,,,,,52928512-BraintreeJFK0,52928512-BraintreeJFK1
70095,121,1,,,,,,52928513-BraintreeJFK0,52928513-BraintreeJFK1
70095,121,1,,,,,,52928514-BraintreeJFK0,52928514-BraintreeJFK1
70095,121,1,,,,,,52928515-BraintreeJFK0,52928515-BraintreeJFK1
70095,121,1,,,,,,52928516-BraintreeJFK0,52928516-BraintreeJFK1
70095,121,1,,,,,,52928517-BraintreeJFK0,52928517-BraintreeJFK1
70095,121,1,,,,,,52928518-BraintreeJFK0,52928518-BraintreeJFK1
70095,121,1,,,,,,52928519-BraintreeJFK0,52928519-BraintreeJFK1
70095,121,1,,,,,,52928520-BraintreeJFK0,52928520-BraintreeJFK1
70095,121,1,,,,,,52928521-BraintreeJFK0,52928521-BraintreeJFK1
70095,121,1,,,,,,52928522-BraintreeJFK0,52928522-BraintreeJFK1
70095,121,1,,,,,,52928523-BraintreeJFK0,52928523-BraintreeJFK1
70095,121,1,,,,,,52928524-BraintreeJFK0,52928524-BraintreeJFK1
70095,121,1,,,,,,52928525-BraintreeJFK0,52928525-BraintreeJFK1
70095,121,1,,,,,,52928526-BraintreeJFK0,52928526-BraintreeJFK1
70095,121,1,,,,,,52928527-BraintreeJFK0,52928527-BraintreeJFK1
70095,121,1,,,,,,52928528-BraintreeJFK0,52928528-BraintreeJFK1
70095,121,1,,,,,,52928529-BraintreeJFK0,52928529-BraintreeJFK1
70095,121,1,,,,,,52928530-BraintreeJFK0,52928530-BraintreeJFK1
70095,121,1,,,,,,52928531-BraintreeJFK0,52928531-BraintreeJFK1
70095,121,1,,,,,,52928532-BraintreeJFK0,52928532-BraintreeJFK1
70095,121,1,,,,,,52928533-BraintreeJFK0,52928533-BraintreeJFK1
70095,121,1,,,,,,52928534-BraintreeJFK0,52928534-BraintreeJFK1
70095,121,1,,,,,,52928535-BraintreeJFK0,52928535-BraintreeJFK1
70095,121,1,,,,,,52928536-BraintreeJFK0,52928536-BraintreeJFK1
70095,121,1,,,,,,52928537-BraintreeJFK0,52928537-BraintreeJFK1
70095,121,1,,,,,,52928538-BraintreeJFK0,52928538-BraintreeJFK1
70095,121,1,,,,,,52928539-BraintreeJFK0,52928539-BraintreeJFK1
70095,121,1,,,,,,52928540-BraintreeJFK0,52928540-BraintreeJFK1
70095,121,1,,,,,,52928541-BraintreeJFK0,52928541-BraintreeJFK1
70095,121,1,,,,,,52928542-BraintreeJFK0,52928542-BraintreeJFK1
70095,121,1,,,,,,52928543-BraintreeJFK0,52928543-BraintreeJFK1
70095,121,1,,,,,,52928544-BraintreeJFK0,52928544-BraintreeJFK1
70095,121,1,,,,,,52928545-BraintreeJFK0,52928545-BraintreeJFK1
70095,121,1,,,,,,52928546-BraintreeJFK0,52928546-BraintreeJFK1
70095,121,1,,,,,,52928547-BraintreeJFK0,52928547-BraintreeJFK1
70095,121,1,,,,,,52928548-BraintreeJFK0,52928548-BraintreeJFK1
70095,121,1,,,,,,52928549-BraintreeJFK0,52928549-BraintreeJFK1
70095,121,1,,,,,,52928550-BraintreeJFK0,52928550-BraintreeJFK1
70095,121,1,,,,,,52928551-BraintreeJFK0,52928551-BraintreeJFK1
70095,121,1,,,,,,52928552-BraintreeJFK0,52928552-BraintreeJFK1
70095,121,1,,,,,,52928553-BraintreeJFK0,52928553-BraintreeJFK1
70095,121,1,,,,,,52928554-BraintreeJFK0,52928554-BraintreeJFK1
70095,121,1,,,,,,52928555-BraintreeJFK0,52928555-BraintreeJFK1
70095,121,1,,,,,,52928556-BraintreeJFK0,52928556-BraintreeJFK1
70095,121,1,,,,,,52928557-BraintreeJFK0,52928557-BraintreeJFK1
70095,121,1,,,,,,52928561-BraintreeJFK0,52928561-BraintreeJFK1
70095,121,1,,,,,,52928562-BraintreeJFK0,52928562-BraintreeJFK1
70095,121,1,,,,,,52928563-BraintreeJFK0,52928563-BraintreeJFK1
70095,121,1,,,,,,52927900-BraintreeJFK0,52927900-BraintreeJFK1
70095,121,1,,,,,,52927907-BraintreeJFK0,52927907-BraintreeJFK1
70095,121,1,,,,,,52927919-BraintreeJFK0,52927919-BraintreeJFK1
70095,121,1,,,,,,52927932-BraintreeJFK0,52927932-BraintreeJFK1
70095,121,1,,,,,,52928005-BraintreeJFK0,52928005-BraintreeJFK1
70095,121,1,,,,,,52928006-BraintreeJFK0,52928006-BraintreeJFK1
70095,121,1,,,,,,52928007-BraintreeJFK0,52928007-BraintreeJFK1
70095,121,1,,,,,,52928008-BraintreeJFK0,52928008-BraintreeJFK1
70095,121,1,,,,,,52928009-BraintreeJFK0,52928009-BraintreeJFK1
70095,121,1,,,,,,52928010-BraintreeJFK0,52928010-BraintreeJFK1
70095,121,1,,,,,,52928034-BraintreeJFK0,52928034-BraintreeJFK1
70095,121,1,,,,,,52928035-BraintreeJFK0,52928035-BraintreeJFK1
70095,121,1,,,,,,52928036-BraintreeJFK0,52928036-BraintreeJFK1
70095,121,1,,,,,,52928037-BraintreeJFK0,52928037-BraintreeJFK1
70095,121,1,,,,,,52928038-BraintreeJFK0,52928038-BraintreeJFK1
70095,121,1,,,,,,52928039-BraintreeJFK0,52928039-BraintreeJFK1
70095,121,1,,,,,,52928045-BraintreeJFK0,52928045-BraintreeJFK1
70095,121,1,,,,,,52928053-BraintreeJFK0,52928053-BraintreeJFK1
70095,121,1,,,,,,52928054-BraintreeJFK0,52928054-BraintreeJFK1
70095,121,1,,,,,,52928055-BraintreeJFK0,52928055-BraintreeJFK1
70095,121,1,,,,,,52928056-BraintreeJFK0,52928056-BraintreeJFK1
70095,121,1,,,,,,52928057-BraintreeJFK0,52928057-BraintreeJFK1
70095,121,1,,,,,,52928058-BraintreeJFK0,52928058-BraintreeJFK1
70095,121,1,,,,,,52928066-BraintreeJFK0,52928066-BraintreeJFK1
70095,121,1,,,,,,52928067-BraintreeJFK0,52928067-BraintreeJFK1
70095,121,1,,,,,,52928068-BraintreeJFK0,52928068-BraintreeJFK1
70095,121,1,,,,,,52928069-BraintreeJFK0,52928069-BraintreeJFK1
70095,121,1,,,,,,52928075-BraintreeJFK0,52928075-BraintreeJFK1
70095,121,1,,,,,,52928085-BraintreeJFK0,52928085-BraintreeJFK1
70095,121,1,,,,,,52928086-BraintreeJFK0,52928086-BraintreeJFK1
70095,121,1,,,,,,52928087-BraintreeJFK0,52928087-BraintreeJFK1
70095,121,1,,,,,,52928088-BraintreeJFK0,52928088-BraintreeJFK1
70095,121,1,,,,,,52928089-BraintreeJFK0,52928089-BraintreeJFK1
70095,121,1,,,,,,52928090-BraintreeJFK0,52928090-BraintreeJFK1
70095,121,1,,,,,,52928097-BraintreeJFK0,52928097-BraintreeJFK1
70095,121,1,,,,,,52928107-BraintreeJFK0,52928107-BraintreeJFK1
70095,121,1,,,,,,52928111-BraintreeJFK0,52928111-BraintreeJFK1
70095,121,1,,,,,,52928112-BraintreeJFK0,52928112-BraintreeJFK1
70095,121,1,,,,,,52928120-BraintreeJFK0,52928120-BraintreeJFK1
70095,121,1,,,,,,52928121-BraintreeJFK0,52928121-BraintreeJFK1
70095,121,1,,,,,,52928123-BraintreeJFK0,52928123-BraintreeJFK1
70095,121,1,,,,,,52928124-BraintreeJFK0,52928124-BraintreeJFK1
70095,121,1,,,,,,52928125-BraintreeJFK0,52928125-BraintreeJFK1
70095,121,1,,,,,,52928126-BraintreeJFK0,52928126-BraintreeJFK1
70095,121,1,,,,,,52928132-BraintreeJFK0,52928132-BraintreeJFK1
70095,121,1,,,,,,52928133-BraintreeJFK0,52928133-BraintreeJFK1
70095,121,1,,,,,,52928134-BraintreeJFK0,52928134-BraintreeJFK1
70095,121,1,,,,,,52928148-BraintreeJFK0,52928148-BraintreeJFK1
70095,121,1,,,,,,52928149-BraintreeJFK0,52928149-BraintreeJFK1
70095,121,1,,,,,,52928152-BraintreeJFK0,52928152-BraintreeJFK1
70095,121,1,,,,,,52928154-BraintreeJFK0,52928154-BraintreeJFK1
70095,121,1,,,,,,52928155-BraintreeJFK0,52928155-BraintreeJFK1
70095,121,1,,,,,,52928156-BraintreeJFK0,52928156-BraintreeJFK1
70095,121,1,,,,,,52928161-BraintreeJFK0,52928161-BraintreeJFK1
70095,121,1,,,,,,52928162-BraintreeJFK0,52928162-BraintreeJFK1
70095,121,1,,,,,,52928169-BraintreeJFK0,52928169-BraintreeJFK1
70095,121,1,,,,,,52928179-BraintreeJFK0,52928179-BraintreeJFK1
70095,121,1,,,,,,52928180-BraintreeJFK0,52928180-BraintreeJFK1
70095,121,1,,,,,,52928181-BraintreeJFK0,52928181-BraintreeJFK1
70095,121,1,,,,,,52928182-BraintreeJFK0,52928182-BraintreeJFK1
70095,121,1,,,,,,52928183-BraintreeJFK0,52928183-BraintreeJFK1
70095,121,1,,,,,,52928187-BraintreeJFK0,52928187-BraintreeJFK1
70095,121,1,,,,,,52928188-BraintreeJFK0,52928188-BraintreeJFK1
70095,121,1,,,,,,52928189-BraintreeJFK0,52928189-BraintreeJFK1
70095,121,1,,,,,,52928190-BraintreeJFK0,52928190-BraintreeJFK1
70095,121,1,,,,,,52928191-BraintreeJFK0,52928191-BraintreeJFK1
70095,121,1,,,,,,52928192-BraintreeJFK0,52928192-BraintreeJFK1
70095,121,1,,,,,,52928197-BraintreeJFK0,52928197-BraintreeJFK1
70095,121,1,,,,,,52928201-BraintreeJFK0,52928201-BraintreeJFK1
70095,121,1,,,,,,52928205-BraintreeJFK0,52928205-BraintreeJFK1
70095,121,1,,,,,,52928206-BraintreeJFK0,52928206-BraintreeJFK1
70095,121,1,,,,,,52928214-BraintreeJFK0,52928214-BraintreeJFK1
70095,121,1,,,,,,52928215-BraintreeJFK0,52928215-BraintreeJFK1
70095,121,1,,,,,,52928216-BraintreeJFK0,52928216-BraintreeJFK1
70095,121,1,,,,,,52928219-BraintreeJFK0,52928219-BraintreeJFK1
70095,121,1,,,,,,52928220-BraintreeJFK0,52928220-BraintreeJFK1
70095,121,1,,,,,,52928221-BraintreeJFK0,52928221-BraintreeJFK1
70169,9170169,1,,,,,,53128750-NewtonHighlandsRiversideNoGLX0,53128750-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128751-NewtonHighlandsRiversideNoGLX0,53128751-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128752-NewtonHighlandsRiversideNoGLX0,53128752-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128783-NewtonHighlandsRiversideNoGLX0,53128783-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128784-NewtonHighlandsRiversideNoGLX0,53128784-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128785-NewtonHighlandsRiversideNoGLX0,53128785-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128786-NewtonHighlandsRiversideNoGLX0,53128786-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128787-NewtonHighlandsRiversideNoGLX0,53128787-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128788-NewtonHighlandsRiversideNoGLX0,53128788-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128789-NewtonHighlandsRiversideNoGLX0,53128789-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128790-NewtonHighlandsRiversideNoGLX0,53128790-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128791-NewtonHighlandsRiversideNoGLX0,53128791-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128792-NewtonHighlandsRiversideNoGLX0,53128792-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128793-NewtonHighlandsRiversideNoGLX0,53128793-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128794-NewtonHighlandsRiversideNoGLX0,53128794-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128795-NewtonHighlandsRiversideNoGLX0,53128795-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128796-NewtonHighlandsRiversideNoGLX0,53128796-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128797-NewtonHighlandsRiversideNoGLX0,53128797-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128798-NewtonHighlandsRiversideNoGLX0,53128798-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128799-NewtonHighlandsRiversideNoGLX0,53128799-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128800-NewtonHighlandsRiversideNoGLX0,53128800-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128801-NewtonHighlandsRiversideNoGLX0,53128801-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128802-NewtonHighlandsRiversideNoGLX0,53128802-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128803-NewtonHighlandsRiversideNoGLX0,53128803-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128804-NewtonHighlandsRiversideNoGLX0,53128804-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128805-NewtonHighlandsRiversideNoGLX0,53128805-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128806-NewtonHighlandsRiversideNoGLX0,53128806-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128807-NewtonHighlandsRiversideNoGLX0,53128807-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128808-NewtonHighlandsRiversideNoGLX0,53128808-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128809-NewtonHighlandsRiversideNoGLX0,53128809-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128810-NewtonHighlandsRiversideNoGLX0,53128810-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128869-NewtonHighlandsRiversideNoGLX0,53128869-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128870-NewtonHighlandsRiversideNoGLX0,53128870-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128871-NewtonHighlandsRiversideNoGLX0,53128871-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128872-NewtonHighlandsRiversideNoGLX0,53128872-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128873-NewtonHighlandsRiversideNoGLX0,53128873-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128874-NewtonHighlandsRiversideNoGLX0,53128874-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128875-NewtonHighlandsRiversideNoGLX0,53128875-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128876-NewtonHighlandsRiversideNoGLX0,53128876-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128877-NewtonHighlandsRiversideNoGLX0,53128877-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128878-NewtonHighlandsRiversideNoGLX0,53128878-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128879-NewtonHighlandsRiversideNoGLX0,53128879-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128880-NewtonHighlandsRiversideNoGLX0,53128880-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128881-NewtonHighlandsRiversideNoGLX0,53128881-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128882-NewtonHighlandsRiversideNoGLX0,53128882-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128883-NewtonHighlandsRiversideNoGLX0,53128883-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128884-NewtonHighlandsRiversideNoGLX0,53128884-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128885-NewtonHighlandsRiversideNoGLX0,53128885-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128886-NewtonHighlandsRiversideNoGLX0,53128886-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128887-NewtonHighlandsRiversideNoGLX0,53128887-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128888-NewtonHighlandsRiversideNoGLX0,53128888-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128889-NewtonHighlandsRiversideNoGLX0,53128889-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128890-NewtonHighlandsRiversideNoGLX0,53128890-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128891-NewtonHighlandsRiversideNoGLX0,53128891-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128892-NewtonHighlandsRiversideNoGLX0,53128892-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128893-NewtonHighlandsRiversideNoGLX0,53128893-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128894-NewtonHighlandsRiversideNoGLX0,53128894-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128895-NewtonHighlandsRiversideNoGLX0,53128895-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128896-NewtonHighlandsRiversideNoGLX0,53128896-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128897-NewtonHighlandsRiversideNoGLX0,53128897-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128898-NewtonHighlandsRiversideNoGLX0,53128898-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128899-NewtonHighlandsRiversideNoGLX0,53128899-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128900-NewtonHighlandsRiversideNoGLX0,53128900-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128901-NewtonHighlandsRiversideNoGLX0,53128901-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128902-NewtonHighlandsRiversideNoGLX0,53128902-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128903-NewtonHighlandsRiversideNoGLX0,53128903-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128904-NewtonHighlandsRiversideNoGLX0,53128904-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128905-NewtonHighlandsRiversideNoGLX0,53128905-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
70169,9170169,1,,,,,,53128906-NewtonHighlandsRiversideNoGLX0,53128906-NewtonHighlandsRiversideNoGLXNewtonHighlandsRiverside
